"Descripcion","P.Unit","Peso","Importe","Tipo_peso","factura_simplificada"
"MAIZ DULCE P-3",1.25,NA,NA,NA,"2502-023-219215"
"ATÚN CLARO OLIVA PK6",5.15,NA,NA,NA,"2502-023-219215"
"FRESA",2.74,NA,NA,NA,"2502-023-219215"
"12 HUEVOS SUPER GRAN",3.25,NA,NA,NA,"2502-023-219215"
"QUESO RALLADO POLVO",1.6,NA,NA,NA,"2502-023-219215"
"DELICIAS DE POLLO",3.6,NA,NA,NA,"2502-023-219215"
"QUESO TETILLA",6.78,NA,NA,NA,"2502-023-219215"
"PAN SEMILLAS",1.6,NA,NA,NA,"2502-023-219215"
"PUERROS",1.67,NA,NA,NA,"2502-023-219215"
"CANÓNIGOS",1.14,NA,NA,NA,"2502-023-219215"
"CALABACIN VERDE",1.55,1.45,2.25,"Verdura y Frutas","2502-023-219215"
"CANÓNIGOS",1.14,NA,NA,NA,"3856-013-732837"
"QUESO ROQUEFORT",1.75,NA,NA,NA,"3856-013-732837"
"TORTELLONI CARNE                   ",1.72,NA,NA,NA,"3856-013-732837"
"TORTELLONI CARNE                   ",1.72,NA,NA,NA,"3856-013-732837"
"QUESO RALLADO POLVO",1.6,NA,NA,NA,"3856-013-732837"
"JAMÓN DE TERUEL                    ",3.55,NA,NA,NA,"3856-013-732837"
"JAMÓN DE TERUEL                    ",3.55,NA,NA,NA,"3856-013-732837"
"FILETE PECHUGA",4.09,NA,NA,NA,"3856-013-732837"
"CHICLE HIERBABUENA",1,NA,NA,NA,"3856-013-732837"
"ANCHOA OLIVA PACK-3",2.95,NA,NA,NA,"3856-013-732837"
"RULO CABRA",3,NA,NA,NA,"3856-013-732837"
"BERENJENA",1.89,0.48,0.91,"Verdura y Frutas","3856-013-732837"
"DETERGENTE BLA/COL",5.65,NA,NA,NA,"2457-018-568303"
"GEL BIOME PROTECT",3.9,NA,NA,NA,"2457-018-568303"
"QUESO RALLADO POLVO",1.25,NA,NA,NA,"2457-018-568303"
"CINTAS DE BACON",2.2,NA,NA,NA,"2457-018-568303"
"QUESO FRESCO CABRA",2.6,NA,NA,NA,"2457-018-568303"
"TOALLITA BEBE FRESC",0.75,NA,NA,NA,"2457-018-568303"
"PAÑUELOS 4 CAP 10X10",1.15,NA,NA,NA,"2457-018-568303"
"PAPEL VEGETAL 30H",1.7,NA,NA,NA,"2457-018-568303"
"ABRILLANTADOR VAJILL",1.2,NA,NA,NA,"2457-018-568303"
"GAZPACHO FRESCO",2.85,NA,NA,NA,"2457-018-568303"
"LENTEJA COCIDA",0.8,NA,NA,NA,"2457-018-568303"
"ESPUMA AFEITAR",1.95,NA,NA,NA,"2457-018-568303"
"DENTIF PRO EXPERT                  ",3.2,NA,NA,NA,"2457-018-568303"
"DENTIF PRO EXPERT                  ",3.2,NA,NA,NA,"2457-018-568303"
"PEPINILLO AG PEQUEÑO",1.65,NA,NA,NA,"2457-018-568303"
"12 HUEVOS GRANDES-L",2.2,NA,NA,NA,"2457-018-568303"
"GEL-CHAMPÚ DUCHA",1,NA,NA,NA,"2457-018-568303"
"SPRAY ANTI SEPTIC",1.8,NA,NA,NA,"2457-018-568303"
"PEPINILLO AGRIDULCE",1.5,NA,NA,NA,"2457-018-568303"
"200 SERVIL. BLANCAS",1.3,NA,NA,NA,"2457-018-568303"
"HILO DENTAL PACK-2",1.8,NA,NA,NA,"2457-018-568303"
"QUESO LONCHAS CABRA",2.85,NA,NA,NA,"2457-018-568303"
"40 B.CIERRA FÁCIL",1.7,NA,NA,NA,"2457-018-568303"
"BROTES TIERNOS MAXI                ",1.59,NA,NA,NA,"2457-018-568303"
"BROTES TIERNOS MAXI                ",1.59,NA,NA,NA,"2457-018-568303"
"JABON MANOS DERMOP",0.9,NA,NA,NA,"2457-018-568303"
"BOLSA BASURA COMPOST",1.75,NA,NA,NA,"2457-018-568303"
"CALABACIN VERDE",1.09,1.088,1.19,"Verdura y Frutas","2457-018-568303"
"ARROZ FALLERA",1.63,NA,NA,NA,"3075-010-772349"
"MORCILLA CEB. OREADA",2.52,NA,NA,NA,"3075-010-772349"
"HÍGADOS CONEJO",3.2,NA,NA,NA,"3075-010-772349"
"LONGANIZA MAGRO FRES",3.32,NA,NA,NA,"3075-010-772349"
"FILETE PECHUGA",4.13,NA,NA,NA,"3075-010-772349"
"COSTILLA CARNOSA",4.38,NA,NA,NA,"3075-010-772349"
"VIRGEN EXTRA 500",7.3,NA,NA,NA,"3075-010-772349"
"BOTE CHICLE MENTA",1.95,NA,NA,NA,"3075-010-772349"
"ATÚN CLARO OLIVA PK6",5.15,NA,NA,NA,"3075-010-772349"
"PAN RALLADO AJO/PER",1.05,NA,NA,NA,"3075-010-772349"
"PARAGUAYO BANDEJA",2.02,NA,NA,NA,"3075-010-772349"
"JUDÍA PLANA 750 GR",3.29,NA,NA,NA,"3075-010-772349"
"PAN TOST INT ESPELTA",1.55,NA,NA,NA,"3075-010-772349"
"BROTES TIERNOS MAXI",1.59,NA,NA,NA,"3075-010-772349"
"12 HUEVOS CAMPEROS",2.62,NA,NA,NA,"3075-010-772349"
"BURGER VACUNO GRUESA",3.78,NA,NA,NA,"3075-010-772349"
"BURG CERDO IBERICA",3,NA,NA,NA,"3075-010-772349"
"NECTARINA BANDEJA",2.28,NA,NA,NA,"3075-010-772349"
"CIRUELA CLAUDIA",2.64,NA,NA,NA,"3075-010-772349"
"SANDIA BAJA SEMILLAS",0.59,7.525,4.44,"Verdura y Frutas","3075-010-772349"
"MELON PIEL SAPO",0.99,3.12,3.09,"Verdura y Frutas","3075-010-772349"
"MELOCOTON AMARILLO",2.59,1.308,3.39,"Verdura y Frutas","3075-010-772349"
"BACON",2.1,NA,NA,NA,"2502-010-573802"
"PIZZA ATUN/BACON PAC",2.9,NA,NA,NA,"2502-010-573802"
"TORTELLONI CARNE                   ",1.72,NA,NA,NA,"2502-010-573802"
"TORTELLONI CARNE                   ",1.72,NA,NA,NA,"2502-010-573802"
"TORTELLONI CARNE                   ",1.72,NA,NA,NA,"2502-010-573802"
"PIZZAS 4 QUESOS PACK",2.9,NA,NA,NA,"2502-010-573802"
"MACARRON",0.79,NA,NA,NA,"2502-010-573802"
"FILETES LOMO",3.86,NA,NA,NA,"2502-010-573802"
"SPAGHETTI",0.79,NA,NA,NA,"2502-010-573802"
"FRESA",2.93,NA,NA,NA,"2502-010-573802"
"PIPAS MONDADAS",1.1,NA,NA,NA,"2502-010-573802"
"PI. CALABAZA NATURAL",1.63,NA,NA,NA,"2502-010-573802"
"QUESO ROQUEFORT",1.75,NA,NA,NA,"2502-010-573802"
"COLIFLOR",1.99,0.956,1.9,"Verdura y Frutas","2502-010-573802"
"PLATANO",2.89,0.686,1.98,"Verdura y Frutas","2502-010-573802"
"AGUA MINERAL PACK-6",3.78,NA,NA,NA,"2660-022-295176"
"BOLSA PLASTICO",0.15,NA,NA,NA,"2660-022-295176"
"HELADO + PROTEÍNAS",2.85,NA,NA,NA,"2660-022-295176"
"PATATA 3 KG",4.9,NA,NA,NA,"2660-022-295176"
"JAMÓN COCIDO 92%",2.41,NA,NA,NA,"2660-022-295176"
"PARRILLADA VERDURA A",1.55,NA,NA,NA,"2660-022-295176"
"JUDIA REDONDA TROCEA",1.55,NA,NA,NA,"2660-022-295176"
"PORCIONES 72% CACAO",2.8,NA,NA,NA,"2660-022-295176"
"ISOTÓNICO BLUE               ",0.6,NA,NA,NA,"2660-022-295176"
"ISOTÓNICO BLUE               ",0.6,NA,NA,NA,"2660-022-295176"
"ISOTÓNICO BLUE               ",0.6,NA,NA,NA,"2660-022-295176"
"CERVEZA EXTRA",7.92,NA,NA,NA,"2660-022-295176"
"LECHE SEMI                   ",0.83,NA,NA,NA,"2660-022-295176"
"LECHE SEMI                   ",0.83,NA,NA,NA,"2660-022-295176"
"VINAGRE LIMPIEZA",0.9,NA,NA,NA,"2660-022-295176"
"FAIRY ORIGINAL 870ML",3.8,NA,NA,NA,"2660-022-295176"
"200 SERVIL. BLANCAS",1.3,NA,NA,NA,"2660-022-295176"
"BATATA GRANEL",2.85,0.708,2.02,"Verdura y Frutas","2660-022-295176"
"PARKING",0,NA,NA,NA,"2660-022-295176"
"SANDÍA PARTIDA B/S",1.99,NA,NA,NA,"3106-011-834976"
"DUO CANONIGOS RUCULA",1,NA,NA,NA,"3106-011-834976"
"MELOCOTON AMARILLO",1.99,0.928,1.85,"Verdura y Frutas","3106-011-834976"
"PATATAS EXTRACRUNCH                 ",1.3,NA,NA,NA,"3095-014-398573"
"PATATAS EXTRACRUNCH                 ",1.3,NA,NA,NA,"3095-014-398573"
"MARIAS DORADAS",1.45,NA,NA,NA,"3095-014-398573"
"NEGRO 99% CACAO",2.1,NA,NA,NA,"3095-014-398573"
"POLLO ENTERO LIMPIO",6.62,NA,NA,NA,"3095-014-398573"
"BURGER AMERICANA",3,NA,NA,NA,"3095-014-398573"
"BURG CERDO IBERICA",3,NA,NA,NA,"3095-014-398573"
"HAMBURGUESA DE LOMO",3.7,NA,NA,NA,"3095-014-398573"
"CHORIZO AP. DULCE",2.82,NA,NA,NA,"3095-014-398573"
"1/2 CONEJO TROCEADO",4.31,NA,NA,NA,"3095-014-398573"
"PERF.AUT.LAB 01",2.5,NA,NA,NA,"3095-014-398573"
"PAN CENTENO 51 %",1.55,NA,NA,NA,"3095-014-398573"
"DESODORANTE SPRAY",3.25,NA,NA,NA,"3095-014-398573"
"ARROZ FALLERA",1.63,NA,NA,NA,"3095-014-398573"
"GARROFON",1.5,NA,NA,NA,"3095-014-398573"
"QUESO LONCHAS CABRA",2.92,NA,NA,NA,"3095-014-398573"
"JAMON S. EXTRA FINO",2.45,NA,NA,NA,"3095-014-398573"
"JUDÍA PLANA 350 GR",1.39,NA,NA,NA,"3095-014-398573"
"FUET ESPETEC EXTRA",2.57,NA,NA,NA,"3095-014-398573"
"QUESO AHUMADO",6.09,NA,NA,NA,"3095-014-398573"
"QUESO TRUFA",4.17,NA,NA,NA,"3095-014-398573"
"GRIEGO NATURAL",2.4,NA,NA,NA,"2502-014-124720"
"PIÑONES",2.75,NA,NA,NA,"2502-014-124720"
"FILETE PECHUGA",4.37,NA,NA,NA,"2502-014-124720"
"ATUN CLARO OLIVA                   ",1.6,NA,NA,NA,"2502-014-124720"
"ATUN CLARO OLIVA                   ",1.6,NA,NA,NA,"2502-014-124720"
"FUET ESPETEC EXTRA",2.57,NA,NA,NA,"2502-014-124720"
"QUESO ROQUEFORT",1.75,NA,NA,NA,"2502-014-124720"
"BOLSA PLASTICO",0.15,NA,NA,NA,"2502-014-124720"
"QUESO ARZUA",7.09,NA,NA,NA,"2502-014-124720"
"YOGUR COCO",1,NA,NA,NA,"2502-014-124720"
"ZANAHORIA 500 G",0.85,NA,NA,NA,"2502-014-124720"
"CANÓNIGOS",1.14,NA,NA,NA,"2502-014-124720"
"FRESA",2.61,NA,NA,NA,"2502-014-124720"
"PAN SEMILLAS",1.6,NA,NA,NA,"2502-014-124720"
"12 HUEVOS SUPER GRAN",3.25,NA,NA,NA,"2502-014-124720"
"BERENJENA",1.89,0.346,0.65,"Verdura y Frutas","2502-014-124720"
"MAIZ DULCE P-3",1.25,NA,NA,NA,"2502-015-099204"
"ATUN CLARO OLIVA                   ",1.6,NA,NA,NA,"2502-015-099204"
"ATUN CLARO OLIVA                   ",1.6,NA,NA,NA,"2502-015-099204"
"YOGUR FRESA",1,NA,NA,NA,"2502-015-099204"
"YOGUR COCO",1,NA,NA,NA,"2502-015-099204"
"CREPES NATURALES",2.45,NA,NA,NA,"2502-015-099204"
"YOGUR NATURAL",2,NA,NA,NA,"2502-015-099204"
"JAMÓN SERRANO SOBRE",4.1,NA,NA,NA,"2502-015-099204"
"PANCETA IBERICA SAL",3.09,NA,NA,NA,"2502-015-099204"
"BACON",2.1,NA,NA,NA,"2502-015-099204"
"JAMÓN DE TERUEL                    ",3.55,NA,NA,NA,"2502-015-099204"
"JAMÓN DE TERUEL                    ",3.55,NA,NA,NA,"2502-015-099204"
"JAMÓN DE TERUEL                    ",3.55,NA,NA,NA,"2502-015-099204"
"JAMÓN DE TERUEL                    ",3.55,NA,NA,NA,"2502-015-099204"
"PAN SEMILLAS",1.6,NA,NA,NA,"2502-015-099204"
"MAYONESA HELLMANN?S",3.25,NA,NA,NA,"2502-015-099204"
"QUESO ARZUA",7.44,NA,NA,NA,"2502-015-099204"
"Q CREMOSO",3.31,NA,NA,NA,"2502-015-099204"
"BOLSA PLASTICO",0.15,NA,NA,NA,"2502-015-099204"
"ESTROPAJO SALVAUÑAS",0.75,NA,NA,NA,"2502-010-582456"
"CHOC 85% CACAO",1.85,NA,NA,NA,"2502-010-582456"
"LOTE BAYETAS SUAVES",1.2,NA,NA,NA,"2502-010-582456"
"QUESO ROQUEFORT",1.75,NA,NA,NA,"2502-010-582456"
"ACEITE ROSA MOSQUETA",4.8,NA,NA,NA,"2502-010-582456"
"LIMPIAHOGAR PH NEUTR",1.55,NA,NA,NA,"2502-010-582456"
"FILETE PECHUGA",3.91,NA,NA,NA,"2502-010-582456"
"LECHE ENTERA P6",5.46,NA,NA,NA,"2502-014-125775"
"LEJIA CON DETERGENTE",1.15,NA,NA,NA,"2502-014-125775"
"BOLSA BASURA COMPOST",1.75,NA,NA,NA,"2502-014-125775"
"PUERROS",2.15,NA,NA,NA,"2502-014-125775"
"PACK 4X500 COLA",5,NA,NA,NA,"2502-014-125775"
"LECHE SEMI P-6",10.5,NA,NA,NA,"2502-014-125775"
"PATATA MALLA 2 KG",3.75,NA,NA,NA,"2502-014-125775"
"QUITAESMALTE C/ACET",1.15,NA,NA,NA,"2502-014-125775"
"AMBIENTADOR CONC.DEL",1.7,NA,NA,NA,"2502-014-125775"
"VARITAS DIF JASMINE",2.15,NA,NA,NA,"2502-014-125775"
"DESMAQ. BIFÁSICO",2,NA,NA,NA,"2502-014-125775"
"ESPUMA RIZOS",2.95,NA,NA,NA,"2502-014-125775"
"CANÓNIGOS",0.68,NA,NA,NA,"2502-014-125775"
"FRESA",2.54,NA,NA,NA,"2502-014-125775"
"PAN SEMILLAS                         ",1.6,NA,NA,NA,"2502-014-125775"
"PAN SEMILLAS                         ",1.6,NA,NA,NA,"2502-014-125775"
"BERENJENA",1.89,0.802,1.52,"Verdura y Frutas","2502-014-125775"
"MANZANA GOLDEN",2.19,0.438,0.96,"Verdura y Frutas","2502-014-125775"
"KIWI VERDE",4.4,0.284,1.25,"Verdura y Frutas","2502-014-125775"
"CALABACIN VERDE",1.55,1.424,2.21,"Verdura y Frutas","2502-014-125775"
"COLIFLOR",1.99,1.032,2.05,"Verdura y Frutas","2502-014-125775"
"QUESO ARZUA",7.12,NA,NA,NA,"2502-014-125900"
"JAMÓN SERRANO SOBRE",4.1,NA,NA,NA,"2502-014-126109"
"ALLIOLI TARRINA",1.35,NA,NA,NA,"2502-014-126109"
"YOGUR COCO",1,NA,NA,NA,"2502-014-126109"
"BACON",2.1,NA,NA,NA,"2502-014-126109"
"SALMOREJO FRESCO",3.15,NA,NA,NA,"2502-014-126109"
"PAN SEMILLAS                       ",1.6,NA,NA,NA,"2502-014-126109"
"PAN SEMILLAS                       ",1.6,NA,NA,NA,"2502-014-126109"
"TORTELLONI CARNE                   ",1.72,NA,NA,NA,"2502-014-126109"
"TORTELLONI CARNE                   ",1.72,NA,NA,NA,"2502-014-126109"
"TORTELLONI CARNE                   ",1.72,NA,NA,NA,"2502-014-126109"
"YOGUR GALLETA 480GR",1,NA,NA,NA,"2502-014-126109"
"FILETES LOMO",4.25,NA,NA,NA,"2502-014-126109"
"PIZZA ATUN/BACON PAC",2.9,NA,NA,NA,"2502-014-126109"
"BROTES TIERNOS MAXI",1.59,NA,NA,NA,"3075-016-245912"
"PATATAS EXTRACRUNCH",1.3,NA,NA,NA,"3075-016-245912"
"CORAZONES ROMANA",1.55,NA,NA,NA,"3075-016-245912"
"QUESO LONCHAS CABRA",2.94,NA,NA,NA,"3075-016-245912"
"QUESO LONCHAS CABRA",2.99,NA,NA,NA,"3075-016-245912"
"RECOGEDOR CON MANGO",1.55,NA,NA,NA,"3075-016-245912"
"12 HUEVOS GRANDES-L",2.2,NA,NA,NA,"3075-016-245912"
"CEPILLO PACK-3 MEDIO",1,NA,NA,NA,"3075-016-245912"
"FILM TRANSPARENTE",1.85,NA,NA,NA,"3075-016-245912"
"PIZZA JAMON Y QUESO",2.5,NA,NA,NA,"3075-016-245912"
"CACAHUETE FRITO",1.3,NA,NA,NA,"3075-016-245912"
"PAN CENTENO 51 %",1.55,NA,NA,NA,"3075-016-245912"
"TOMATE PERA",1.9,1.268,2.41,"Verdura y Frutas","3075-016-245912"
"CALABACIN VERDE",1.15,0.662,0.76,"Verdura y Frutas","3075-016-245912"
"ZANAHORIA BOLSA",1.09,NA,NA,NA,"3075-014-446588"
"PATATA 5 KG",6.75,NA,NA,NA,"3075-014-446588"
"NECTARINA BANDEJA",2.07,NA,NA,NA,"3075-014-446588"
"NIDOS AL HUEVO",1.35,NA,NA,NA,"3075-014-446588"
"FILETE PECHUGA",4.04,NA,NA,NA,"3075-014-446588"
"SNACK PIPAS                         ",1.35,NA,NA,NA,"3075-014-446588"
"SNACK PIPAS                         ",1.35,NA,NA,NA,"3075-014-446588"
"SNACK PIPAS                         ",1.35,NA,NA,NA,"3075-014-446588"
"SNACK PIPAS                         ",1.35,NA,NA,NA,"3075-014-446588"
"TORTITA MAIZ C/CHOCO                ",1.7,NA,NA,NA,"3075-014-446588"
"TORTITA MAIZ C/CHOCO                ",1.7,NA,NA,NA,"3075-014-446588"
"PAN DE PUEBLO",1.6,NA,NA,NA,"3075-014-446588"
"BARRA DE PAN                        ",0.48,NA,NA,NA,"3075-014-446588"
"BARRA DE PAN                        ",0.48,NA,NA,NA,"3075-014-446588"
"TOMATE PERA TARRINA",2.06,NA,NA,NA,"3075-014-446588"
"T.CHERRY 500 GR",1.9,NA,NA,NA,"3075-014-446588"
"PANEC. 100% INTEGRAL",1.05,NA,NA,NA,"3075-014-446588"
"ACT O% NAT ED 8",3.6,NA,NA,NA,"3075-014-446588"
"AGUACATE BANDEJA",3.46,NA,NA,NA,"3075-014-446588"
"LECHE DESNAT. CALCIO",5.58,NA,NA,NA,"3075-014-446588"
"LECHE DESN S/LACT",5.16,NA,NA,NA,"3075-014-446588"
"QUESO LONCHAS CABRA",2.71,NA,NA,NA,"3075-014-446588"
"VIRGEN EXTRA 500",7.3,NA,NA,NA,"3075-014-446588"
"B.BASURA EXT.C.FÁCIL",1.5,NA,NA,NA,"3075-014-446588"
"C. COLOMBIA ALU",3.5,NA,NA,NA,"3075-014-446588"
"QUESO RALLADO POLVO",1.25,NA,NA,NA,"3075-014-446588"
"JAMÓN COCIDO 92%",2.41,NA,NA,NA,"3075-014-446588"
"QUESO LONCHAS CABRA",2.74,NA,NA,NA,"3075-014-446588"
"ACEITE VIRGEN EX",8.95,NA,NA,NA,"3075-014-446588"
"CORAZONES ROMANA",1.55,NA,NA,NA,"3075-014-446588"
"CEREAL MIX",2.4,NA,NA,NA,"3075-014-446588"
"NUEZ NATURAL",2.3,NA,NA,NA,"3075-014-446588"
"COCKTAIL NATURAL",2.4,NA,NA,NA,"3075-014-446588"
"PATATAS EXTRACRUNCH",1.3,NA,NA,NA,"3075-014-446588"
"ESTROPAJO AZUL",0.9,NA,NA,NA,"3075-014-446588"
"CACAHUETE FRITO",1.3,NA,NA,NA,"3075-014-446588"
"PEPINILLO AG PEQUEÑO",1.65,NA,NA,NA,"3075-014-446588"
"12 HUEVOS GRANDES-L",2.2,NA,NA,NA,"3075-014-446588"
"BOLSA PLASTICO",0.15,NA,NA,NA,"3075-014-446588"
"MELOCOTON AMARILLO",3.1,1.01,3.13,"Verdura y Frutas","3075-014-446588"
"PLATANO",2.15,1.032,2.22,"Verdura y Frutas","3075-014-446588"
"NACHOS                              ",0.9,NA,NA,NA,"3402-010-725579"
"NACHOS                              ",0.9,NA,NA,NA,"3402-010-725579"
"PAN SEM Y P CALABAZA",1.75,NA,NA,NA,"3402-010-725579"
"BOLSA PLASTICO                     ",0.15,NA,NA,NA,"3402-010-725579"
"BOLSA PLASTICO                     ",0.15,NA,NA,NA,"3402-010-725579"
"QUESO VACA HAVARTI                 ",2.75,NA,NA,NA,"3402-010-725579"
"QUESO VACA HAVARTI                 ",2.75,NA,NA,NA,"3402-010-725579"
"TORTILLAS MEXICANAS",1.2,NA,NA,NA,"3402-010-725579"
"PECHUGA FAMILIAR",5.4,NA,NA,NA,"3402-010-725579"
"ATÚN CLARO OLIVA PK6               ",5.15,NA,NA,NA,"3402-010-725579"
"ATÚN CLARO OLIVA PK6               ",5.15,NA,NA,NA,"3402-010-725579"
"ATÚN CLARO OLIVA PK6               ",5.15,NA,NA,NA,"3402-010-725579"
"GRIEGO FRESA X6",1.85,NA,NA,NA,"3402-010-725579"
"GELLY 0% DULCES",1,NA,NA,NA,"3402-010-725579"
"JAMON CEBO IBERICO",8.45,NA,NA,NA,"3402-010-725579"
"JAMON CEBO IBERICO",7.62,NA,NA,NA,"3402-010-725579"
"NAPOLITANA MIXTA                   ",0.9,NA,NA,NA,"3402-010-725579"
"NAPOLITANA MIXTA                   ",0.9,NA,NA,NA,"3402-010-725579"
"LIMPIATAPICERIAS OXI",1.75,NA,NA,NA,"4523-019-087622"
"DET LIQ MARSELLA",3.3,NA,NA,NA,"4523-019-087622"
"DISUELVEMANCHAS",2,NA,NA,NA,"4523-019-087622"
"DETE LIQ ROPA OSCURA",4,NA,NA,NA,"4523-019-087622"
"SUAVIZANTE SPA",1.85,NA,NA,NA,"4523-019-087622"
"LENTEJA COCIDA",0.8,NA,NA,NA,"4523-019-087622"
"LCASEI FRESA X 12",2.35,NA,NA,NA,"4523-019-087622"
"GARBANZO M.COCIDO",0.71,NA,NA,NA,"4523-019-087622"
"VARITAS DIF JASMINE                  ",2.15,NA,NA,NA,"4523-019-087622"
"VARITAS DIF JASMINE                  ",2.15,NA,NA,NA,"4523-019-087622"
"FILETE MELVA OLIVA                   ",2,NA,NA,NA,"4523-019-087622"
"FILETE MELVA OLIVA                   ",2,NA,NA,NA,"4523-019-087622"
"SALMÓN AHUMADO",3.84,NA,NA,NA,"4523-019-087622"
"QUESO GRANA PADANO",2.96,NA,NA,NA,"4523-019-087622"
"PAN ACEITE DE OLIVA                  ",0.6,NA,NA,NA,"4523-019-087622"
"PAN ACEITE DE OLIVA                  ",0.6,NA,NA,NA,"4523-019-087622"
"12 HUEVOS CAMPEROS",2.62,NA,NA,NA,"4523-019-087622"
"TOALL.BEBE FRESC.80                  ",1.05,NA,NA,NA,"4523-019-087622"
"TOALL.BEBE FRESC.80                  ",1.05,NA,NA,NA,"4523-019-087622"
"PUERROS",1.5,NA,NA,NA,"4523-019-087622"
"JAMÓN COCIDO 92%",2.41,NA,NA,NA,"4523-019-087622"
"JAMÓN SERRANO 1/2 L.",3.95,NA,NA,NA,"4523-019-087622"
"KÉFIR                                ",1.25,NA,NA,NA,"4523-019-087622"
"KÉFIR                                ",1.25,NA,NA,NA,"4523-019-087622"
"ZANAHORIA BOLSA",1.09,NA,NA,NA,"4523-019-087622"
"RODAJAS EMPERADOR",4.99,NA,NA,NA,"4523-019-087622"
"RODAJAS EMPERADOR",5.06,NA,NA,NA,"4523-019-087622"
"PECHUGA EXTRA T",4.31,NA,NA,NA,"4523-019-087622"
"TORTILLAS MEXICANAS",1.2,NA,NA,NA,"4523-019-087622"
"PAÑUELO CAJA                         ",1.2,NA,NA,NA,"4523-019-087622"
"PAÑUELO CAJA                         ",1.2,NA,NA,NA,"4523-019-087622"
"ESPINACAS",1.2,NA,NA,NA,"4523-019-087622"
"TORTITA MAÍZ SERRANO",1.75,NA,NA,NA,"4523-019-087622"
"MINI EMP PISTO P6",1.7,NA,NA,NA,"4523-019-087622"
"BOLSA PLASTICO",0.15,NA,NA,NA,"4523-019-087622"
"LENGUADO FRESC EUROP",18.95,0.376,7.13,"Pescado","4523-019-087622"
"PEPINO",1.65,0.452,0.75,"Verdura y Frutas","4523-019-087622"
"BOLSA PLASTICO",0.15,NA,NA,NA,"4523-019-088189"
"KIDS +2 PERSONAJE A",1,NA,NA,NA,"4523-019-088189"
"T.CHERRY 500 GR",1.9,NA,NA,NA,"4523-019-088189"
"MANGO DESHIDRATADO           ",1.35,NA,NA,NA,"4523-019-088189"
"MANGO DESHIDRATADO           ",1.35,NA,NA,NA,"4523-019-088189"
"GALL. MARIA INTEGRAL",1.5,NA,NA,NA,"4523-019-088189"
"PANECILLO 11 UDS",1.1,NA,NA,NA,"4523-019-088189"
"MOUSSE PATO NATURAL",1.9,NA,NA,NA,"4523-019-088189"
"SOBRASADA IBÉRICA",2.25,NA,NA,NA,"4523-019-088189"
"AGUACATE BANDEJA",3.51,NA,NA,NA,"4523-019-088189"
"PLATANO",1.95,0.874,1.7,"Verdura y Frutas","4523-019-088189"
"NARANJA",2.35,0.818,1.92,"Verdura y Frutas","4523-019-088189"
"MANZANA GOLDEN",2.19,0.574,1.26,"Verdura y Frutas","4523-019-088189"
"TOMATE ROSA",3.3,0.544,1.8,"Verdura y Frutas","4523-019-088189"
"PERA CONFERENCIA",2.49,0.536,1.33,"Verdura y Frutas","4523-019-088189"
"PARKING",0,NA,NA,NA,"4523-019-088189"
"PAN DE PUEBLO",1.6,NA,NA,NA,"3095-014-407718"
"ACT O% NAT ED 8                      ",3.6,NA,NA,NA,"3095-014-407718"
"ACT O% NAT ED 8                      ",3.6,NA,NA,NA,"3095-014-407718"
"40 B. CONG. MEDIANAS",0.85,NA,NA,NA,"3095-014-407718"
"BOLSAS.G CONGELADO",1.1,NA,NA,NA,"3095-014-407718"
"MARIAS DORADAS",1.45,NA,NA,NA,"3095-014-407718"
"ALMENDRA FRITA",2.55,NA,NA,NA,"3095-014-407718"
"MANZANA GOLDEN BOLSA",3,NA,NA,NA,"3095-014-407718"
"PATATAS EXTRACRUNCH                  ",1.3,NA,NA,NA,"3095-014-407718"
"PATATAS EXTRACRUNCH                  ",1.3,NA,NA,NA,"3095-014-407718"
"TORTITA MAIZ C/CHOCO",1.7,NA,NA,NA,"3095-014-407718"
"TOMATE PERA TARRINA",2.17,NA,NA,NA,"3095-014-407718"
"ICEBERG",0.99,NA,NA,NA,"3095-014-407718"
"CACAHUETE FRITO",1.3,NA,NA,NA,"3095-014-407718"
"ACEITE VIRGEN EX",8.95,NA,NA,NA,"3095-014-407718"
"DESATASCADOR TURBO",1.7,NA,NA,NA,"3095-014-407718"
"DESATASCADOR GEL",1.85,NA,NA,NA,"3095-014-407718"
"LEJIA CON DETERGENTE",1.15,NA,NA,NA,"3095-014-407718"
"MACARRON",1.24,NA,NA,NA,"3106-012-730797"
"AGUA MINERAL",0.78,NA,NA,NA,"3106-012-730797"
"PAN DE PUEBLO",1.6,NA,NA,NA,"3075-016-250968"
"FILETE PECHUGA",3.97,NA,NA,NA,"3075-016-250968"
"PECHUGA 2 UND",3.82,NA,NA,NA,"3075-016-250968"
"12 HUEVOS GRANDES-L",2.2,NA,NA,NA,"3075-016-250968"
"GUISANTE FINO",1.6,NA,NA,NA,"3075-016-250968"
"C. COCIDO 100% NAT",2.2,NA,NA,NA,"3075-016-250968"
"ARROZ BASMATI",2.25,NA,NA,NA,"3075-016-250968"
"BARRA CAMPESINA                    ",0.6,NA,NA,NA,"3075-016-250968"
"BARRA CAMPESINA                    ",0.6,NA,NA,NA,"3075-016-250968"
"INSECTICIDA LIQUIDO",2.75,NA,NA,NA,"3075-016-250968"
"MELON PIEL SAPO",0.9,3.438,3.09,"Verdura y Frutas","3075-016-250968"
"PORCIONES BACALAO",7.2,NA,NA,NA,"4583-020-413400"
"MIGAS BACALAO                ",3.85,NA,NA,NA,"4583-020-413400"
